measure,location,sex,cause,rei,val
DALYs (Disability-Adjusted Life Years),South Asia,Female,Cardiovascular diseases,Low physical activity,1915888.538
Deaths,Global,Male,Cardiovascular diseases,High fasting plasma glucose,1913722.026
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Both,Neurological disorders,Tobacco,1912027.592
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,Cardiovascular diseases,Other environmental risks,1905754.152
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,Self-harm,Alcohol use,1900371
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Male,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",1899920.251
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,Cancer,High body-mass index,1894768.007
DALYs (Disability-Adjusted Life Years),High-income Asia Pacific,Male,Cardiovascular diseases,High systolic blood pressure,1893952.007
Deaths,South Asia,Both,Cardiovascular diseases,Dietary risks,1890633.085
DALYs (Disability-Adjusted Life Years),High-income Asia Pacific,Male,Cancer,Tobacco,1886048.462
DALYs (Disability-Adjusted Life Years),Southern Sub-Saharan Africa,Both,Neonatal disorders,Child and maternal malnutrition,1884550.869
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,Cancer,Tobacco,1881977.347
DALYs (Disability-Adjusted Life Years),Western Europe,Female,Cancer,Tobacco,1881886.956
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,Cardiovascular diseases,Tobacco,1877715.515
DALYs (Disability-Adjusted Life Years),Tropical Latin America,Both,Cardiovascular diseases,Tobacco,1873296.831
DALYs (Disability-Adjusted Life Years),Southeast Asia,Both,HIV/AIDS,Unsafe sex,1868510.446
DALYs (Disability-Adjusted Life Years),Global,Both,Diabetes and kidney diseases,Low physical activity,1868133.514
DALYs (Disability-Adjusted Life Years),East Asia,Both,Respiratory infections and tuberculosis,Tobacco,1868101.614
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,Respiratory infections and tuberculosis,Tobacco,1867546.55
Deaths,World Bank Upper Middle Income,Female,Cardiovascular diseases,Dietary risks,1863691.324
DALYs (Disability-Adjusted Life Years),East Asia,Female,Cardiovascular diseases,Low physical activity,1860834.228
DALYs (Disability-Adjusted Life Years),Central Sub-Saharan Africa,Both,Cardiovascular diseases,High systolic blood pressure,1857765.965
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,Cancer,Air pollution,1853083.369
DALYs (Disability-Adjusted Life Years),Eastern Europe,Male,Substance use disorders,Alcohol use,1845409.565
DALYs (Disability-Adjusted Life Years),Global,Male,Mental disorders,Childhood maltreatment,1844439.443
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Male,Digestive diseases,Drug use,1844419.005
Deaths,World Bank Lower Middle Income,Male,Cardiovascular diseases,High systolic blood pressure,1844210.484
DALYs (Disability-Adjusted Life Years),High-income North America,Male,Cardiovascular diseases,Tobacco,1840941.084
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,Musculoskeletal disorders,Tobacco,1839596.71
DALYs (Disability-Adjusted Life Years),East Asia,Both,Nutritional deficiencies,Child and maternal malnutrition,1833814.557
DALYs (Disability-Adjusted Life Years),Central Sub-Saharan Africa,Male,Respiratory infections and tuberculosis,Child and maternal malnutrition,1833231.389
DALYs (Disability-Adjusted Life Years),East Asia,Both,Sense organ diseases,Occupational risks,1824334.887
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,Cardiovascular diseases,High fasting plasma glucose,1818173.237
Deaths,South Asia,Both,Cardiovascular diseases,High systolic blood pressure,1804346.287
DALYs (Disability-Adjusted Life Years),Central Sub-Saharan Africa,Male,Enteric infections,Child and maternal malnutrition,1792509.652
DALYs (Disability-Adjusted Life Years),Southeast Asia,Male,Enteric infections,"Unsafe water, sanitation, and handwashing",1791941.259
DALYs (Disability-Adjusted Life Years),Western Europe,Both,Musculoskeletal disorders,Tobacco,1790416.326
DALYs (Disability-Adjusted Life Years),Global,Female,Neurological disorders,High fasting plasma glucose,1788865.789
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Both,Diabetes and kidney diseases,Impaired kidney function,1787019.065
DALYs (Disability-Adjusted Life Years),Global,Male,Diabetes and kidney diseases,Alcohol use,1786471.158
DALYs (Disability-Adjusted Life Years),East Asia,Female,Substance use disorders,Drug use,1781070.026
DALYs (Disability-Adjusted Life Years),High-income North America,Female,Cancer,Tobacco,1780586.293
Deaths,World Bank Upper Middle Income,Both,Cardiovascular diseases,High LDL cholesterol,1780512.715
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,Chronic respiratory diseases,High body-mass index,1779863.009
DALYs (Disability-Adjusted Life Years),Western Europe,Female,Cardiovascular diseases,High LDL cholesterol,1779850.333
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,Cancer,Tobacco,1778233.451
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,Cardiovascular diseases,Air pollution,1771698.211
DALYs (Disability-Adjusted Life Years),South Asia,Both,Respiratory infections and tuberculosis,High fasting plasma glucose,1771091.14
DALYs (Disability-Adjusted Life Years),South Asia,Female,Cancer,Unsafe sex,1769489.129
DALYs (Disability-Adjusted Life Years),South Asia,Both,Cancer,Unsafe sex,1769489.129
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Male,Cancer,Occupational risks,1769291.019
DALYs (Disability-Adjusted Life Years),South Asia,Male,Diabetes and kidney diseases,Air pollution,1767478.155
DALYs (Disability-Adjusted Life Years),South Asia,Both,Diabetes and kidney diseases,Tobacco,1761801.046
DALYs (Disability-Adjusted Life Years),High-income Asia Pacific,Male,Cardiovascular diseases,Dietary risks,1761207.862
DALYs (Disability-Adjusted Life Years),Central Europe,Male,Cardiovascular diseases,Tobacco,1760422.201
DALYs (Disability-Adjusted Life Years),Central Latin America,Female,Diabetes and kidney diseases,High body-mass index,1751836.069
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,Diabetes and kidney diseases,Tobacco,1748452.31
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Both,Cardiovascular diseases,High body-mass index,1746363.588
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,Musculoskeletal disorders,Occupational risks,1744283.328
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",1742511.861
DALYs (Disability-Adjusted Life Years),South Asia,Both,Unintentional injuries,Low bone mineral density,1741203.578
DALYs (Disability-Adjusted Life Years),Global,Male,Neurological disorders,Alcohol use,1733852.999
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,Neonatal disorders,Child and maternal malnutrition,1731983.653
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,Digestive diseases,Drug use,1730662.895
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Both,Respiratory infections and tuberculosis,Tobacco,1729190.402
DALYs (Disability-Adjusted Life Years),Southeast Asia,Both,Chronic respiratory diseases,Air pollution,1728908.667
DALYs (Disability-Adjusted Life Years),High-income North America,Female,Diabetes and kidney diseases,High body-mass index,1728741.347
DALYs (Disability-Adjusted Life Years),Central Europe,Male,Cancer,Tobacco,1728254.996
DALYs (Disability-Adjusted Life Years),South Asia,Female,Respiratory infections and tuberculosis,Tobacco,1726764.887
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,Neurological disorders,High body-mass index,1726174.751
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Male,Respiratory infections and tuberculosis,Child and maternal malnutrition,1722636.967
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,Cardiovascular diseases,High body-mass index,1721714.562
DALYs (Disability-Adjusted Life Years),Global,Female,Unintentional injuries,Occupational risks,1720806.671
DALYs (Disability-Adjusted Life Years),Central Europe,Male,Cardiovascular diseases,High LDL cholesterol,1719916.592
DALYs (Disability-Adjusted Life Years),South Asia,Both,Other infectious diseases,Child and maternal malnutrition,1716197.883
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,Chronic respiratory diseases,Occupational risks,1715404.773
DALYs (Disability-Adjusted Life Years),East Asia,Both,Cancer,Drug use,1708938.517
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,Chronic respiratory diseases,Air pollution,1707931.182
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Female,Cardiovascular diseases,Dietary risks,1705643.406
DALYs (Disability-Adjusted Life Years),Southeast Asia,Female,Nutritional deficiencies,Child and maternal malnutrition,1700377.368
DALYs (Disability-Adjusted Life Years),Global,Male,Self-harm,Drug use,1699483.273
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,Other infectious diseases,Child and maternal malnutrition,1698937.793
DALYs (Disability-Adjusted Life Years),Central Sub-Saharan Africa,Female,Respiratory infections and tuberculosis,Child and maternal malnutrition,1698143.489
DALYs (Disability-Adjusted Life Years),Global,Both,Sexually transmitted infections excluding HIV,Unsafe sex,1697134.795
DALYs (Disability-Adjusted Life Years),High-income North America,Female,Cardiovascular diseases,High LDL cholesterol,1688254.984
DALYs (Disability-Adjusted Life Years),Global,Male,Transport injuries,Low bone mineral density,1683318.093
DALYs (Disability-Adjusted Life Years),South Asia,Both,Self-harm,Alcohol use,1683023.87
DALYs (Disability-Adjusted Life Years),East Asia,Both,Respiratory infections and tuberculosis,Air pollution,1678331.833
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Male,Enteric infections,"Unsafe water, sanitation, and handwashing",1673406.699
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Male,Cancer,Tobacco,1672947.147
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,Cardiovascular diseases,Impaired kidney function,1670451.663
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,Cardiovascular diseases,High LDL cholesterol,1668132.971
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,Diabetes and kidney diseases,High body-mass index,1661040.966
DALYs (Disability-Adjusted Life Years),South Asia,Female,Diabetes and kidney diseases,Air pollution,1659606.719
DALYs (Disability-Adjusted Life Years),Central Latin America,Male,Diabetes and kidney diseases,High body-mass index,1653756.181
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Female,Nutritional deficiencies,Child and maternal malnutrition,1653618.292
DALYs (Disability-Adjusted Life Years),South Asia,Male,Musculoskeletal disorders,Occupational risks,1652142.335
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,Cancer,High fasting plasma glucose,1651324.333
Deaths,Global,Female,Cardiovascular diseases,High fasting plasma glucose,1645741.931
DALYs (Disability-Adjusted Life Years),Central Asia,Female,Cardiovascular diseases,Dietary risks,1644218.103
DALYs (Disability-Adjusted Life Years),Tropical Latin America,Female,Cardiovascular diseases,Dietary risks,1642617.945
DALYs (Disability-Adjusted Life Years),Central Asia,Female,Cardiovascular diseases,High systolic blood pressure,1642028.663
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Female,Substance use disorders,Alcohol use,1641608.592
DALYs (Disability-Adjusted Life Years),Central Sub-Saharan Africa,Female,Enteric infections,"Unsafe water, sanitation, and handwashing",1634613.775
DALYs (Disability-Adjusted Life Years),Central Europe,Male,Cardiovascular diseases,High body-mass index,1632014.765
DALYs (Disability-Adjusted Life Years),High-income North America,Both,Neonatal disorders,Child and maternal malnutrition,1628988.677
DALYs (Disability-Adjusted Life Years),East Asia,Both,Transport injuries,Alcohol use,1624684.472
Deaths,Global,Both,Neonatal disorders,Child and maternal malnutrition,1623555.462
DALYs (Disability-Adjusted Life Years),Southeast Asia,Male,Respiratory infections and tuberculosis,Child and maternal malnutrition,1623217.578
DALYs (Disability-Adjusted Life Years),Central Asia,Both,Cardiovascular diseases,Tobacco,1623124.415
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Male,Respiratory infections and tuberculosis,Child and maternal malnutrition,1619156.722
Deaths,World Bank High Income,Both,Cardiovascular diseases,High systolic blood pressure,1618509.413
DALYs (Disability-Adjusted Life Years),South Asia,Male,Self-harm,Alcohol use,1618249.084
DALYs (Disability-Adjusted Life Years),Southeast Asia,Both,Enteric infections,Child and maternal malnutrition,1611507.061
Deaths,World Bank Lower Middle Income,Female,Cardiovascular diseases,High systolic blood pressure,1609186.376
DALYs (Disability-Adjusted Life Years),South Asia,Both,Mental disorders,Other environmental risks,1608748.522
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Female,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",1608061.421
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,Cardiovascular diseases,High fasting plasma glucose,1603582.164
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Male,Enteric infections,"Unsafe water, sanitation, and handwashing",1598770.61
DALYs (Disability-Adjusted Life Years),East Asia,Male,Diabetes and kidney diseases,Tobacco,1597101.677
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,Unintentional injuries,Alcohol use,1596355.667
Deaths,Global,Male,Cardiovascular diseases,High body-mass index,1596112.289
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,Cardiovascular diseases,Impaired kidney function,1596012.22
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,Unintentional injuries,Low bone mineral density,1595158.552
DALYs (Disability-Adjusted Life Years),Southeast Asia,Male,Diabetes and kidney diseases,Dietary risks,1594152.363
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,Digestive diseases,Alcohol use,1590130.135
